cycle,V_mean_V,V_spread,V_mean_rolling,V_mean_lag_1,V_min_fade,Tavg_C,thermal_range,delta_T_ambient,cold_cycle_count,Tavg_rolling,eclipse_flag,QD_Ah,coulombic_eff,discharge_C_rate,capacity_retention,QD_rolling,cycle.1,cumul_Ah,SOH_lag_1,QD_diff,SOH
675,7.78499188892932,0.8744239715377908,7.789306564759744,7.78381678266904,-0.165597147,15.1748185770356,40.35154118751129,25.1748185770356,675,16.40461591841708,1,3.9232438389721,1.0204081632653084,6.826495581967526,0.9723517210126256,3.9240414007040334,675,2685.501474946412,0.972346145530698,-0.000172858,0.972303305817124
676,7.81564513132645,0.8254193720860208,7.78814820860038,7.78499188892932,-0.090856098,18.2081004024873,33.038930680927564,20.2081004024873,676,16.465394777329852,0,3.92305183647867,1.0204081632653053,6.968369810476229,0.9723041343821258,3.923861169183768,676,2689.4245267828906,0.972303305817124,-0.000192002,0.972255721556052
677,7.78271810174577,0.86645945456997,7.785929121292289,7.81564513132645,-0.170607032,14.4637914603547,40.66004329795359,24.4637914603547,677,16.41728821644012,1,3.9228797469856,1.0204081632653057,6.486961202306712,0.9722614830656074,3.923682010401644,677,2693.347406529876,0.972255721556052,-0.000172089,0.972213072363221
678,7.77715164831392,0.8088831722201304,7.7832630884667875,7.78271810174577,-0.12755156,17.8557889170172,33.23918323637456,19.8557889170172,678,16.43740552936934,0,3.92269911555994,1.0204081632653064,6.704466769988287,0.9722167146839268,3.923503570169592,678,2697.270105645436,0.972213072363221,-0.000180631,0.972168306210641
679,7.74465782436947,0.8502170273955203,7.779974780795122,7.77715164831392,-0.202261271,14.5883921274292,40.59497277056089,24.5883921274292,679,16.3949377348978,1,3.92253855189219,1.020408163265305,6.548625115289365,0.972176919971929,3.923326665852902,679,2701.1926441973283,0.972168306210641,-0.000160564,0.972128513480097
680,7.72798821401054,0.7979233401102901,7.771712537312712,7.74465782436947,-0.174101946,17.7084283845753,33.37671453262768,19.7084283845753,680,16.35347475748015,0,3.92236863128586,1.0204081632653068,6.535691319808803,0.972134806200575,3.923151695759875,680,2705.115012828614,0.972128513480097,-0.000169921,0.972086401805666
681,7.73181952010452,0.8422733152369597,7.767624072452746,7.72798821401054,-0.203270149,15.1625730970954,40.19663663257424,25.1625730970954,681,16.42514351895546,1,3.92221484061256,1.0204081632653084,6.980999313855643,0.972096690133362,3.92297833567632,681,2709.0372276692265,0.972086401805666,-0.000153791,0.972048287636321
682,7.75111440369905,0.8073459715635796,7.766347117799429,7.73181952010452,-0.148844025,18.1701610999036,33.1116191401534,20.1701610999036,682,16.45947325330177,0,3.92204177107322,1.0204081632653077,6.8853699025902335,0.9720537959184372,3.922805558855539,682,2712.9592694402995,0.972048287636321,-0.00017307,0.972005395557179
683,7.75647617228572,0.8700743892812595,7.765637968745379,7.75111440369905,-0.190687699,15.2370972565479,40.33572850673427,25.237097256547894,683,16.45861185424653,1,3.92187622176101,1.020408163265306,6.841356140919983,0.9720127655452953,3.922633125183752,683,2716.8811456620606,0.972005395557179,-0.000165549,0.971964367227017
684,7.77119836206966,0.8045873431266202,7.764376126685441,7.75647617228572,-0.13057685,17.8912147313985,33.18545742966281,19.8912147313985,684,16.44603660538447,0,3.92169844079345,1.0204081632653064,6.761754909696017,0.971968703632025,3.92246129954146,684,2720.802844102854,0.971964367227017,-0.000177781,0.971920307507671
685,7.74854235826155,0.8669301614529292,7.760731173618664,7.77119836206966,-0.202600744,14.8948545467823,40.541804201466576,24.894854546782295,685,16.41804020235914,1,3.921533737,1.020408163265306,6.599337641760732,0.971927882782763,3.9222902893310505,685,2724.724377839722,0.971920307507671,-0.000164704,0.971879488690954
686,7.76942201138676,0.8037236763397795,7.7561088616246945,7.74854235826155,-0.129894365,18.0520787696421,33.08278424629868,20.0520787696421,686,16.402438039074617,0,3.92135783529431,1.0204081632653073,6.89195251251558,0.97188428666564,3.9221208892126143,686,2728.645735675016,0.971879488690954,-0.000175902,0.971835894744562
687,7.78685592509772,0.8799531383206993,7.75652264395989,7.76942201138676,-0.161199024,15.5310148846871,40.11842774070295,25.5310148846871,687,16.50916038150786,1,3.92118459596659,1.0204081632653057,7.045051947326817,0.9718413503697152,3.921951374110713,687,2732.566920270983,0.971835894744562,-0.000173239,0.971792960586515
688,7.79463188241471,0.8204627563720104,7.758270667369969,7.78685592509772,-0.115313871,17.7955471086348,33.30696503433809,19.7955471086348,688,16.50313620066962,0,3.92099579206854,1.020408163265306,6.622716327193151,0.9717945564912976,3.921781041761573,688,2736.487916063051,0.971792960586515,-0.000188804,0.971746169038053
689,7.76471027678082,0.8775114534835602,7.760275912611104,7.79463188241471,-0.192801271,14.7679762729182,40.66712866285901,24.7679762729182,689,16.521094615218523,1,3.9208241317855,1.020408163265306,6.475861142732749,0.9717520115518306,3.921609599750904,689,2740.408740194837,0.971746169038053,-0.00017166,0.971703626216975
690,7.77253578705461,0.8272485805900898,7.764730669915512,7.76471027678082,-0.137627618,17.9825497248179,33.31660619833772,19.9825497248179,690,16.54850674924278,0,3.92063935876147,1.0204081632653064,6.644412439564966,0.9717062167006087,3.921436672498465,690,2744.3293795535983,0.971703626216975,-0.000184773,0.971657833645964
691,7.78564852390108,0.8693794989720907,7.770113570295168,7.77253578705461,-0.162159284,15.2186899835237,40.28974623476628,25.2186899835237,691,16.554118437885613,1,3.92046838400351,1.020408163265306,6.907829460079141,0.971663841664293,3.92126202683756,691,2748.2498479376018,0.971657833645964,-0.000170975,0.971615460719582
692,7.81787209617827,0.8217495660356811,7.776789339543089,7.78564852390108,-0.087123093,18.2386637892229,32.97785352806489,20.2386637892229,692,16.56096870681754,0,3.9202776258704,1.020408163265304,7.027471062959606,0.9716165634408024,3.9210856123172775,692,2752.170125563472,0.971615460719582,-0.000190758,0.971568184850162
693,7.80912487649203,0.8883244141870392,7.782054209963721,7.81787209617827,-0.148838564,15.0411857865167,40.44362091157172,25.0411857865167,693,16.541377559814418,1,3.92009409558606,1.020408163265306,6.707426731389966,0.9715710765949268,3.920907399699783,693,2756.090219659058,0.971568184850162,-0.00018353,0.97152270026916
694,7.84769379966751,0.8310699237837502,7.789703753723506,7.80912487649203,-0.061601916,18.2819264537048,32.95455105562941,20.2819264537048,694,16.58044873204505,0,3.91989220426525,1.0204081632653048,7.052419814166592,0.9715210390797214,3.920726776046963,694,2760.010111863324,0.97152270026916,-0.000201891,0.971472665245416
695,7.84129986165043,0.9006623713347803,7.798979504062393,7.84769379966751,-0.121122249,15.0891151089953,40.41388359142055,25.0891151089953,695,16.599874788266348,1,3.91969556191199,1.020408163265306,6.737182498570722,0.9714723024886596,3.920542958551362,695,2763.929807425235,0.971472665245416,-0.000196642,0.971423931081039
696,7.86026937565068,0.8446237579236291,7.808064240488787,7.84129986165043,-0.057857189,18.0180024262445,33.19151328928217,20.0180024262445,696,16.59646715392659,0,3.91948178232148,1.020408163265306,6.7740253425956505,0.9714193185393356,3.920355353254079,696,2767.8492892075565,0.971423931081039,-0.00021378,0.971370949769884
697,7.88010526278711,0.894859026144081,7.817389174257725,7.86026937565068,-0.077311137,15.373452262872,40.10821636892763,25.373452262872,697,16.58071089174508,1,3.91927655545709,1.0204081632653057,7.069621935955893,0.9713684543302836,3.920164549203129,697,2771.7685657630136,0.971370949769884,-0.000205227,0.971320088093454
698,7.86829723880298,0.8663285536556193,7.824755709896553,7.88010526278711,-0.062802183,17.8168503023807,33.47301753153961,19.8168503023807,698,16.58284121111967,0,3.91904823040424,1.0204081632653077,6.449089032358715,0.9713118653780792,3.9199697930366986,698,2775.687613993418,0.971320088093454,-0.000228325,0.971263501958919
699,7.8550569704554,0.9131173990327496,7.833790379264011,7.86829723880298,-0.115097306,14.8995599516173,40.62433226673256,24.8995599516173,699,16.59599957898958,1,3.91884079695848,1.020408163265306,6.557273431815834,0.971260454281482,3.919771459553997,699,2779.6064547903766,0.971263501958919,-0.000207433,0.971212093422177
700,7.87265434283179,0.8493693446512589,7.843802234841728,7.8550569704554,-0.048243695,17.9795587494274,33.218716320074144,19.9795587494274,700,16.59570048145053,0,3.91862032748665,1.0204081632653057,6.736991653179523,0.9712058122864484,3.919569556426515,700,2783.5250751178637,0.971212093422177,-0.000220469,0.97115745414787
701,7.86704601915355,0.9087262151415504,7.851941984366975,7.87265434283179,-0.100154376,15.0898183242978,40.44002693400104,25.0898183242978,701,16.58281331552794,1,3.91841214175522,1.0204081632653048,6.722703840938586,0.9711542147405005,3.919363932201686,701,2787.4434872596185,0.97115745414787,-0.000208186,0.971105859171059
702,7.8871723769626,0.8451082162835908,7.858872012445407,7.86704601915355,-0.031645937,17.9982673201646,33.12494950151768,19.9982673201646,702,16.55877366862211,0,3.9181885229691,1.0204081632653084,6.834340197720984,0.971098792207398,3.919155021911556,702,2791.361675782588,0.971105859171059,-0.000223619,0.971050439397546
703,7.88546621777616,0.9216148564481904,7.866506146573821,7.8871723769626,-0.085648955,15.2730076181325,40.36722529264182,25.2730076181325,703,16.581955851783693,1,3.91796965069359,1.0204081632653057,6.781517034558457,0.971044546067594,3.918942577422309,703,2795.279645433281,0.971050439397546,-0.000218872,0.970996195958758
704,7.92509350865745,0.8711439420894198,7.874246117472815,7.88546621777616,-0.001311872,18.2848631107223,33.0545250022967,20.2848631107223,704,16.58224951748544,0,3.91772167912109,1.0204081632653057,6.951674682387296,0.9709830878470044,3.918725524907893,704,2799.1973671124024,0.970996195958758,-0.000247972,0.970934740798287
705,7.89935519965271,0.9011174394877796,7.880051651273044,7.92509350865745,-0.07012144,14.4993188709475,40.61052897619116,24.499318870947494,705,16.523269893680663,1,3.91750098724126,1.0204081632653048,6.543735816665416,0.9709283907295234,3.91850606744082,705,2803.1148680996434,0.970934740798287,-0.000220692,0.970880046404278
706,7.88863541921007,0.8531966653767604,7.882888255628981,7.89935519965271,-0.036127916,17.8642606895788,33.27873509515476,19.8642606895788,706,16.50789572001409,0,3.91727165843368,1.0204081632653053,6.656174089756198,0.9708715530029174,3.91828505505204,706,2807.032139758077,0.970880046404278,-0.000229329,0.970823211507728
707,7.8371506315993,0.9087183127909704,7.8785927925102,7.88863541921007,-0.130516167,14.2923677691827,40.79467105224742,24.2923677691827,707,16.399787270645163,1,3.91707561674278,1.0204081632653046,6.324574606228436,0.9708229652823064,3.918064961180609,707,2810.94921537482,0.970823211507728,-0.000196042,0.97077462620639
708,7.83023286762171,0.8580402026361291,7.874786355392073,7.8371506315993,-0.093451018,18.0213716657174,33.378091519215474,20.0213716657174,708,16.42023940697883,0,3.91686621106333,1.020408163265307,6.581465746375572,0.970771065379787,3.917846759246518,708,2814.866081585883,0.97077462620639,-0.000209406,0.970722728888062
709,7.81368605707013,0.8873755689144298,7.870649264053547,7.83023286762171,-0.149055437,14.7002129648205,40.68317483502644,24.7002129648205,709,16.40030470829915,1,3.91667970067147,1.020408163265306,6.496338701473241,0.9707248399326938,3.917630649617817,709,2818.7827612865544,0.970722728888062,-0.00018651,0.970676505742621
710,7.82243407626844,0.8379246727529699,7.865627237397211,7.81368605707013,-0.093006631,18.0238253877394,33.2435732226125,20.0238253877394,710,16.40473137213035,0,3.91648011970606,1.0204081632653057,6.715146111219342,0.9706753750247852,3.917416628839758,710,2822.6992414062606,0.970676505742621,-0.000199581,0.97062704329766
711,7.78763773052942,0.8806469834940307,7.857686408534799,7.82243407626844,-0.17356952,14.5416233627901,40.74492223012186,24.541623362790094,711,16.34991187597958,1,3.9163014541126,1.020408163265308,6.394686591324884,0.9706310938624568,3.9172055600754967,711,2826.6155428603734,0.97062704329766,-0.000178666,0.970582764340173
712,7.81282964257982,0.8494143606028697,7.850252135096521,7.78763773052942,-0.102268505,18.3315310387363,33.15612272022305,20.3315310387363,712,16.38323824783675,0,3.91610305309854,1.020408163265306,6.859355741998324,0.9705819213981928,3.91699701308844,712,2830.531645913472,0.970582764340173,-0.000198401,0.970533594324297
713,7.80362133191242,0.8891491402515506,7.842067646510147,7.81282964257982,-0.158175586,14.8078605893848,40.64947167178907,24.8078605893848,713,16.336723544961977,1,3.91591933803112,1.0204081632653057,6.528404657866752,0.9705363887549736,3.916791981822192,713,2834.447565251503,0.970533594324297,-0.000183715,0.970488063948233
714,7.84345876670239,0.847548157231409,7.833904172314641,7.80362133191242,-0.070489254,18.4146541969796,33.00166520730868,20.4146541969796,714,16.349702653587713,0,3.91571392899474,1.0204081632653077,7.024529666473687,0.9704854793957204,3.916591206809558,714,2838.3632791804976,0.970488063948233,-0.000205409,0.970437157123851
715,7.85280125885267,0.9041338437242494,7.829248778234637,7.84345876670239,-0.111140119,15.1898811058328,40.38744179163722,25.1898811058328,715,16.41875887707624,1,3.91551333926042,1.020408163265304,6.788311465912138,0.9704357644706764,3.9163924420114737,715,2842.278792519758,0.970437157123851,-0.00020059,0.970387444674207
716,7.88522569942748,0.8573804937865503,7.828907806256379,7.85280125885267,-0.035971804,18.2421395284075,33.08325894480846,20.2421395284075,716,16.456546760959107,0,3.91528819636848,1.020408163265306,6.910779429086442,0.9703799641973728,3.916194095804954,716,2846.194080716127,0.970387444674207,-0.000225143,0.970331647179301
717,7.85820818664125,0.9271960174611698,7.831013561760574,7.88522569942748,-0.119873342,14.8109172465428,40.73752976574691,24.8109172465428,717,16.508401708695118,1,3.9150734856764,1.0204081632653066,6.39675393017361,0.9703267494802834,3.915993882698317,717,2850.109154201803,0.970331647179301,-0.000214711,0.970278435111872
718,7.89627690939791,0.8751487599100898,7.837617965938193,7.85820818664125,-0.03184585,18.3122635265042,33.15724875954301,20.3122635265042,718,16.5374908947738,0,3.91483682525069,1.0204081632653053,6.844189149510981,0.9702680946574684,3.915790944117052,718,2854.023991027054,0.970278435111872,-0.00023666,0.970219783209589
719,7.89217079231166,0.9148700353097708,7.845466439462347,7.89627690939791,-0.079866147,14.8911235459458,40.54596761955703,24.8911235459458,719,16.55658195288633,1,3.91461505822595,1.0204081632653064,6.631858107008363,0.9702131310719712,3.9155844798725,719,2857.93860608528,0.970219783209589,-0.000221767,0.97016482236083
720,7.89946768556729,0.874951790558459,7.853169800392232,7.89217079231166,-0.031807014,18.00601267,33.314959771140764,20.00601267,720,16.554800680618392,0,3.91437340276865,1.0204081632653053,6.639552517537123,0.97015323826147,3.9153738081787592,720,2861.8529794880483,0.97016482236083,-0.000241655,0.970104932532503
721,7.90287164942501,0.9059913418402106,7.864693192281789,7.89946768556729,-0.064425963,14.980145942699,40.39618134749952,24.980145942699,721,16.59865293860928,1,3.91415206111907,1.0204081632653084,6.786696467477633,0.9700983801025752,3.9151588688794057,721,2865.7671315491675,0.970104932532503,-0.000221342,0.970050077105097
722,7.90430107180791,0.8785166279983407,7.8738403352046,7.90287164942501,-0.029300536,18.0250076517753,33.33476352660111,20.0250076517753,722,16.568000599913184,0,3.91390690968771,1.020408163265305,6.618628016224983,0.9700376208365252,3.914939254538323,722,2869.6810384588557,0.970050077105097,-0.000245151,0.969989320864365
723,7.88416046000552,0.91920460199184,7.881894248013909,7.90430107180791,-0.092189945,14.7444117565738,40.68675435928638,24.7444117565738,723,16.56165571663208,1,3.91368511196836,1.0204081632653068,6.4751891564787085,0.9699826496435588,3.914715831932047,723,2873.594723570824,0.969989320864365,-0.000221798,0.969934352408514
724,7.90230146633259,0.8705043275281206,7.887778517976929,7.88416046000552,-0.025111582,18.0930218336538,33.20352978603851,20.0930218336538,724,16.5294924802995,0,3.91344558930904,1.020408163265306,6.768077253280437,0.969923285433846,3.9144889979634767,724,2877.5081691601326,0.969934352408514,-0.000239523,0.969874991154656
725,7.91790761232352,0.9234738376617112,7.894289153324013,7.90230146633259,-0.053282731,15.2775944066915,40.29127524517728,25.2775944066915,725,16.538263810385367,1,3.91321255847048,1.0204081632653037,6.885142966637129,0.969865530181758,3.914258919884483,725,2881.4213817186032,0.969874991154656,-0.000233031,0.969817238778311
726,7.95014689271737,0.87065486119476,7.900781272653004,7.91790761232352,0.0228146999811507,18.1597612905303,33.02742718545654,20.1597612905303,726,16.53002598659765,0,3.9129512171577,1.020408163265305,6.952534207284587,0.9698007583537288,3.914025221963405,726,2885.334332935761,0.969817238778311,-0.000261341,0.969752470175391
727,7.94749538265737,0.9254924483707594,7.909709992254615,7.95014689271737,-0.027888477,15.0378428857644,40.34617132314867,25.0378428857644,727,16.55271855051981,1,3.91270054203477,1.0204081632653046,6.797699494176741,0.969738630074886,3.913787927599242,727,2889.2470334777954,0.969752470175391,-0.000250675,0.96969034499003
728,7.94264729514052,0.8706688157594105,7.914347030828876,7.94749538265737,0.0089311393559601,17.7671279874431,33.30107453728809,19.7671279874431,728,16.4982049966137,0,3.91243681394403,1.020408163265306,6.608558541256358,0.9696732666987016,3.913547926468576,728,2893.15947029174,0.96969034499003,-0.000263728,0.969624984868408
729,7.92949374609126,0.9166900186132888,7.918079326206834,7.94264729514052,-0.043508804,14.9256210132531,40.40233123954474,24.9256210132531,729,16.50165474334443,1,3.91219833691743,1.0204081632653064,6.740415709339944,0.9696141616425914,3.913306254337724,729,2897.071668628657,0.969624984868408,-0.000238477,0.969565882755248
730,7.93860993834697,0.8715207839416106,7.921993551484803,7.92949374609126,0.0082912163777901,18.0024706297583,33.17468359261631,20.0024706297583,730,16.50130053981426,0,3.91194024317168,1.020408163265308,6.776922551171623,0.9695501947039652,3.913062938378027,730,2900.9836088718284,0.969565882755248,-0.000258094,0.969501919001655
731,7.95022572999578,0.9159674589413987,7.92672895954188,7.93860993834697,-0.018338777,15.1830007580243,40.16134167696169,25.1830007580243,731,16.52158602134679,1,3.91169449735117,1.020408163265305,6.995002193214374,0.9694892881222404,3.9128171820012367,731,2904.89530336918,0.969501919001655,-0.000245746,0.969441015452583
732,7.94458742519112,0.8814130760963002,7.930757594880203,7.95022572999578,0.0071106777798002,17.8624602683154,33.33163579089744,19.8624602683154,732,16.5053312830008,0,3.9114257823524,1.0204081632653066,6.591304468098443,0.9694226887717438,3.912569069267706,732,2908.806729151532,0.969441015452583,-0.000268715,0.96937441941819
733,7.93756706612891,0.9251896510131896,7.936098255492541,7.94458742519112,-0.038717415,14.973347135548,40.430400750547946,24.973347135548,733,16.52822482089822,1,3.91117976133556,1.020408163265306,6.726518557123298,0.9693617139843108,3.9123185342044255,733,2912.717908912868,0.96937441941819,-0.000246021,0.969313447666805
734,7.90792933079429,0.8749319993075195,7.936661041938711,7.93756706612891,-0.02761167,17.4698464337604,33.512444175911426,19.4698464337604,734,16.46590728090888,0,3.91093150550347,1.0204081632653064,6.333271345883119,0.9693001853117396,3.9120671258238695,734,2916.628840418371,0.969313447666805,-0.000248256,0.969251922057861
735,7.88615796400862,0.8884085732385607,7.933486077107221,7.90792933079429,-0.07614844,14.6949638607164,40.421515236778944,24.6949638607164,735,16.40764422631137,1,3.91072221812206,1.0204081632653057,6.724811542246751,0.9692483147286576,3.9118180917890273,735,2920.539562636493,0.969251922057861,-0.000209287,0.969200054057511
736,7.88484343481547,0.8531164441117696,7.926955731317031,7.88615796400862,-0.037427369,17.9589246489406,33.19367335559083,19.9589246489406,736,16.387560562152398,0,3.91049638160426,1.0204081632653077,6.751641585980512,0.9691923425444744,3.9115726082336826,736,2924.4500590180974,0.969200054057511,-0.000225837,0.969144084660287
737,7.882305878,0.9123876961134902,7.920436780841195,7.88484343481547,-0.086463793,15.1261949587697,40.37919312604721,25.1261949587697,737,16.39639576945293,1,3.91028214265743,1.0204081632653064,6.765261840280797,0.9691392447465276,3.9113307682959486,737,2928.3603411607546,0.969144084660287,-0.000214239,0.969090989506178
738,7.89258693059429,0.8613724940474095,7.915430744386571,7.882305878,-0.034249557,17.9616068459913,33.25299887913498,19.9616068459913,738,16.41584365530775,0,3.91004937072117,1.0204081632653053,6.683671279299644,0.9690815536617734,3.911092023973663,738,2932.270390531476,0.969090989506178,-0.000232772,0.96903330129397
739,7.87368642875348,0.9229507170885398,7.909850012652794,7.89258693059429,-0.101095508,14.8972166581215,40.59606579990363,24.8972166581215,739,16.41300321979459,1,3.90983199959957,1.0204081632653057,6.541704955058028,0.9690276795736816,3.910855390241877,739,2936.1802225310757,0.96903330129397,-0.000217371,0.96897942988837
740,7.87942416347196,0.8698572812929699,7.903931435165292,7.87368642875348,-0.050998187,17.8931353070247,33.38112579520924,19.8931353070247,740,16.402069687521227,0,3.9095997116994,1.020408163265304,6.542838875618783,0.9689701084542786,3.910621337094649,740,2940.0898222427745,0.96897942988837,-0.000232288,0.96892186163554
741,7.91352773693041,0.9103995301754092,7.900261635858756,7.87942416347196,-0.048839152,15.4815689254827,40.04452932172182,25.481568925482694,741,16.43192650426707,1,3.90937650142568,1.0204081632653053,7.138754538545972,0.968914787168448,3.9103895375021,741,2943.9991987442004,0.96892186163554,-0.00022321,0.968866543104258
742,7.9596632730465,0.8585000546915307,7.901769220644293,7.91352773693041,0.0391169152461099,18.2992697963217,32.78389957999754,20.2992697963217,742,16.4756074570677,0,3.90911912166471,1.020408163265305,7.207048293439924,0.9688509971865336,3.910158871433331,742,2947.908317865865,0.968866543104258,-0.00025738,0.968802756298566
743,7.89944406597836,0.9377142783194,7.897956920629238,7.9596632730465,-0.079249284,14.2124091892329,40.7716838388409,24.2124091892329,743,16.399513662436192,1,3.90889083364781,1.0204081632653073,6.292068857747319,0.9687944174134606,3.909929978664556,743,2951.817208699513,0.968802756298566,-0.000228288,0.968746179342704
744,7.87187198027121,0.8411470844978206,7.89435118557693,7.89944406597836,-0.052044697,17.5705899396172,33.37445207982413,19.5705899396172,744,16.409588013021867,0,3.90866975462099,1.020408163265306,6.489319342436593,0.9687396243439927,3.909703803576308,744,2955.725878454134,0.968746179342704,-0.000221079,0.968691389001484
745,7.82913737261069,0.89045051622168,7.888649126437137,7.87187198027121,-0.136573046,14.5862132924315,40.64284978202015,24.586213292431506,745,16.398712956193382,1,3.90847782365142,1.0204081632653066,6.459463494953788,0.9686920554402394,3.9094793641292434,745,2959.6343562777856,0.968691389001484,-0.000191931,0.968643822466275
746,7.84475958134358,0.8417349757482393,7.884640741089949,7.82913737261069,-0.070577029,18.1107499080397,33.118666777989084,20.1107499080397,746,16.41389548210329,0,3.90827206245032,1.020408163265307,6.844516107048065,0.9686410587991386,3.90925693221385,746,2963.542628340236,0.968643822466275,-0.000205761,0.968592828364391
747,7.84875080124764,0.8902843313634108,7.88128523342481,7.84475958134358,-0.110249653,15.1069057829761,40.29847690930474,25.1069057829761,747,16.41196656452393,1,3.90807818702411,1.0204081632653057,6.8496194458122535,0.9685930079738332,3.909036536650518,747,2967.45070652726,0.968592828364391,-0.000193875,0.968544779931625
748,7.87602801304657,0.8640213987423095,7.879629341670041,7.84875080124764,-0.046728524,18.3121510107983,33.09454729869436,20.3121510107983,748,16.44702098100463,0,3.90785513506706,1.0204081632653057,6.9010425872705445,0.9685377259258098,3.9088171130851066,748,2971.3585616623272,0.968544779931625,-0.000223052,0.968489500636199
749,7.87337701137463,0.9054096758608604,7.879598399932155,7.87602801304657,-0.094715651,14.9251640916208,40.48434368106252,24.9251640916208,749,16.449815724354558,1,3.90764565595025,1.0204081632653077,6.673715270599264,0.9684858078222948,3.908598478720175,749,2975.2662073182773,0.968489500636199,-0.000209479,0.968437585117782
750,7.87447523774406,0.8591988771179704,7.879103507359366,7.87337701137463,-0.051721981,17.9060887850947,33.30683971944954,19.9060887850947,750,16.45111107216156,0,3.90742041876986,1.020408163265304,6.616927016191815,0.968429984180182,3.908380549427221,750,2979.173627737048,0.968437585117782,-0.000225237,0.968381764255232
751,7.89312681014863,0.90988690123997,7.877063414681187,7.87447523774406,-0.071605267,15.3672545585733,40.17785868392137,25.3672545585733,751,16.43967963547062,1,3.90720523960482,1.0204081632653044,6.983701297413513,0.9683766533549668,3.908163423245134,751,2983.0808329766523,0.968381764255232,-0.000215179,0.968328436085458
752,7.92277636388373,0.8636628979806202,7.873374723764909,7.89312681014863,-0.002137285,18.1826348889837,33.03553257166873,20.1826348889837,752,16.428016144736823,0,3.90696175904845,1.0204081632653064,6.933793025380014,0.9683163082049489,3.907947686983509,752,2986.987794735701,0.968328436085458,-0.000243481,0.968268093940136
753,7.8927526870861,0.9004646236144405,7.872705585875684,7.92277636388373,-0.077692611,14.5309771581519,40.57891160861782,24.5309771581519,753,16.45987294162872,1,3.90674347088541,1.0204081632653066,6.538124155293755,0.968262206833808,3.907732950707269,753,2990.8945382065863,0.968268093940136,-0.000218288,0.968213995262803
754,7.89096151921661,0.8642075945912904,7.874614539770223,7.8927526870861,-0.036408279,17.982048973069,33.25092187925933,19.982048973069,754,16.5010188449739,0,3.9065108765518,1.0204081632653046,6.68754389830568,0.968204559766772,3.90751706290035,754,2994.801049083138,0.968213995262803,-0.000232594,0.968156351066122
755,7.91711304255865,0.9242324370477392,7.88341210676502,7.89096151921661,-0.052267539,15.5249405457484,40.12373811960888,25.5249405457484,755,16.594891570305588,1,3.90628066762017,1.020408163265308,7.035504785707293,0.9681475039068635,3.907297347297225,755,2998.707329750758,0.968156351066122,-0.000230209,0.968099298047129
756,7.95211950863523,0.8746551946904502,7.894148099494184,7.91711304255865,0.0229739327614799,18.186054287452,33.023814774256834,20.186054287452,756,16.602422008246823,0,3.90601733175028,1.0204081632653046,6.946253274657863,0.968082237740191,3.9070718742272215,756,3002.6133470825084,0.968099298047129,-0.000263336,0.968034035130182
757,7.94420854985124,0.9332593073120208,7.903693874354545,7.95211950863523,-0.03559009,14.9998391481946,40.42746437028119,24.9998391481946,757,16.591715344768666,1,3.90576467539213,1.0204081632653053,6.7001667690591,0.9680196184244524,3.906840523064023,757,3006.5191117579006,0.968034035130182,-0.000252656,0.967971418932374
758,7.94476584272898,0.86092115215222,7.910567657322785,7.94420854985124,0.0145942310907303,17.7345732588748,33.21887213697902,19.7345732588748,758,16.53395756957632,0,3.90550498391429,1.0204081632653073,6.669870410066589,0.9679552554978096,3.906605507948746,758,3010.424616741815,0.967971418932374,-0.000259691,0.967907059210481
759,7.92475603675756,0.9390346863074192,7.915705559861078,7.94476584272898,-0.055909671,15.0528830672904,40.44697291625067,25.0528830672904,759,16.54672946714328,1,3.90526011177645,1.0204081632653064,6.654561574675357,0.967894565452931,3.9063669535313656,759,3014.3298768535915,0.967907059210481,-0.000244872,0.967846372187472
760,7.91339451566426,0.8615486433349302,7.919597487653098,7.92475603675756,-0.017681992,17.5134351214774,33.38715238483446,19.5134351214774,760,16.50746410078155,0,3.90501575151609,1.0204081632653057,6.453089616039652,0.96783400227372,3.906126486805989,760,3018.234892605108,0.967846372187472,-0.00024436,0.967785812023814
761,7.91102483872996,0.9242268090489408,7.921387290511231,7.91339451566426,-0.060159706,15.3214682380502,40.21835879857077,25.3214682380502,761,16.50288546872924,1,3.9047868105594,1.0204081632653066,6.899049756672446,0.9677772606735584,3.905884643901447,761,3022.139679415667,0.967785812023814,-0.000228941,0.967729073248921
762,7.93559456908757,0.8946891620166904,7.922669111031615,7.91102483872996,-0.002450524,18.2127497595817,33.2304781944973,20.2127497595817,762,16.505896955789037,0,3.90452221948894,1.0204081632653064,6.738012742989272,0.9677116834131876,3.905640689945496,762,3026.044201635156,0.967729073248921,-0.000264591,0.967663499253765
763,7.90721027304184,0.9256992369424806,7.924114869627189,7.93559456908757,-0.072614262,14.4689118618913,40.751439612795735,24.4689118618913,763,16.499690426162978,1,3.9042895879155,1.020408163265306,6.388811473205558,0.96765402711649,3.905395301648505,763,3029.948491223072,0.967663499253765,-0.000232632,0.967605845827882
764,7.92078553078646,0.8775043414955093,7.927097270784175,7.90721027304184,-0.0102336,18.1688305715559,33.15714654605041,20.1688305715559,764,16.51836858601167,0,3.90404047872295,1.0204081632653064,6.806334019391282,0.967592286943807,3.90514826186562,764,3033.8525317017948,0.967605845827882,-0.000249109,0.967544108729355
