cycle,V_mean_V,V_spread,V_mean_rolling,V_mean_lag_1,V_min_fade,Tavg_C,thermal_range,delta_T_ambient,cold_cycle_count,Tavg_rolling,eclipse_flag,QD_Ah,coulombic_eff,discharge_C_rate,capacity_retention,QD_rolling,cycle.1,cumul_Ah,SOH_lag_1,QD_diff,SOH
669,0.46753723895139343,-0.6180074102642055,0.8195692979518017,0.6624086297385614,0.6774513869841498,-1.0054949892018241,1.0609017642772955,0.9796234493188513,-1.3073882349241694,-1.4776737337539965,1,1.3553883655955774,-4.440892098500626e-16,1.0343738594346104,1.3553883655973205,1.355431452105328,669,-1.3352790973929154,1.3553502974212517,0.07383492982310264,0.972566938056777
670,0.7135998270817998,-1.2651456060855304,0.7771222757398435,0.46696771198249143,1.2790727536269706,1.070046131302639,-1.0221432322553108,-0.9410557610140596,-1.3067520362697052,-0.8328036853415683,0,1.3547230879212377,-4.440892098500626e-16,1.685699683442317,1.3547230879229792,1.354757888049815,670,-1.3345733949689644,1.3547319241365074,-0.27889549629825683,0.972520032767319
671,0.43154848883929303,-0.8034306618634719,0.7385407133403425,0.7129866408289336,0.6715560235298732,-1.384022143090506,1.1064039339967342,0.7568469675129698,-1.3061158376152409,-1.0828887911635698,1,1.3541259050126826,-4.440892098500626e-16,0.7255955426618717,1.3541259050144256,1.3540914640030923,671,-1.3338677230976925,1.3540666603294704,0.2333304268518912,0.97247792848776
672,0.36591975161402757,-1.3470494473957408,0.6856046782524435,0.4309853474126735,0.9452802480490903,0.8723721709721302,-0.9491920766378735,-1.057393806976321,-1.3054796389607766,-1.2629871570388105,0,1.3534970461421951,-2.220446049250313e-16,1.0775109222074728,1.353497046143936,1.3534339354587193,672,-1.3331620833996838,1.3534694898688324,-0.004934480927686327,0.972433590899884
673,0.3635663469766393,-0.7092336197236857,0.6311362361880326,0.36536825480066076,0.6269674660950387,-0.8502351259816431,1.0210779974164836,1.0709993142694159,-1.3048434403063123,-1.2301244010332555,1,1.3529030618539735,6.661338147750939e-16,1.3899864618128797,1.3529030618557147,1.3527857834826107,673,-1.3324564740907083,1.3528406441065288,0.2573922475243382,0.972391712138509
674,0.5142342889814274,-1.2760580484467383,0.6021497718013963,0.363015267731673,1.0747787509729407,0.9992432536964884,-0.9761155063838337,-0.982725733201759,-1.304207241651848,-0.7584507268468202,0,1.352256771270937,6.661338147750939e-16,1.3169279112838816,1.3522567712726756,1.3521437867271588,674,-1.331750897846826,1.3522466721995574,-0.13605818281193127,0.972346145530698
675,0.5229779204699925,-0.731232972928732,0.5651469389885813,0.5136564764792266,0.7750367915351105,-0.8975474139274663,1.0144634376854837,1.0431543764717526,-1.3035710429973837,-1.0282090672566917,1,1.3516491573888894,2.220446049250313e-15,1.441559183873115,1.3516491573906286,1.3515074046511009,675,-1.3310453526892851,1.3516003950880333,0.15487831483524436,0.972303305817124
676,0.7510599795224087,-1.2022857133364924,0.5563352018895966,0.5223985565710801,1.2985733553448515,1.1268015493099004,-1.0229537844096424,-0.9076532105835613,-1.3029348443429194,-0.4739654813739196,0,1.3509742495712809,-8.881784197001252e-16,1.7150392319013958,1.3509742495730188,1.3508739294623677,676,-1.3303398420609338,1.3509927938713269,-0.3513189323662032,0.972255721556052
677,0.5060593166905875,-0.8077912467578757,0.5394543714122648,0.7504401466539592,0.7399441882993443,-1.372072067195479,1.1004173541838325,0.7638800055337807,-1.3022986456884549,-0.912650137337567,1,1.3503693379259878,-4.440892098500626e-16,0.7870648515836122,1.3503693379277248,1.3502442247184248,677,-1.3296343623806735,1.350317900121781,0.17521187538152042,0.972213072363221
678,0.46464091977494293,-1.3612385942885017,0.5191735793901514,0.5054829546869747,1.0415336651086209,0.8916762192585765,-0.9671600285588507,-1.0460326987501725,-1.3016624470339906,-0.7291999729931159,0,1.349734400539989,2.220446049250313e-16,1.206333620275643,1.349734400541726,1.3496170455240748,678,-1.3289289151846617,1.349713001085495,-0.05065194020533505,0.972168306210641
679,0.22286361688085182,-0.9639202615236855,0.4941590771845337,0.4640719067046483,0.5182166137228583,-1.2889161833292027,1.082287602429469,0.8128201543682156,-1.3010262483795263,-1.1164646093071928,1,1.3491700033144507,-1.1102230246251565e-15,0.9059296381017165,1.3491700033161866,1.3489952647432328,679,-1.3282234968639692,1.3490780769343826,0.47995086796387915,0.972128513480097
680,0.09882978695158476,-1.46658909215004,0.43130732228489854,0.22233750274941397,0.7154634606289236,0.7933308764131433,-0.9288414785265606,-1.1039123759570064,-1.300390049725062,-1.494566299539885,0,1.3485727155212763,6.661338147750939e-16,0.8809981544461419,1.3485727155230114,1.348380282344262,680,-1.3275181091013215,1.3485136914733817,0.23253718001653623,0.972086401805666
681,0.12733744599312602,-1.0402785508100447,0.4002059402158019,0.09832568034369284,0.5111497538314049,-0.905719791585647,0.9713044033398729,1.0383446461156203,-1.2997538510705977,-0.8410174822963896,1,1.3480321260433412,2.220446049250313e-15,1.7393841550567921,1.3480321260450747,1.347770958783728,681,-1.3268127489959565,1.3479164161303139,0.6590395618259459,0.972048287636321
682,0.27090518745427117,-1.376014811009496,0.39049201190334726,0.12682828122506962,0.8923869229865085,1.1014816508399228,-1.002701547736987,-0.9225548572497936,-1.2991176524161334,-0.5279639731179873,0,1.3474237694381552,1.5543122344752192e-15,1.555046687564053,1.3474237694398912,1.3471636852669104,682,-1.3261074200149319,1.347375837920617,0.14927270386539956,0.972005395557179
683,0.3108005826482513,-0.773042979836034,0.38509744048610706,0.27037054922907455,0.5992856941940815,-0.8559839234384998,1.0100577568258806,1.0676159457081447,-1.2984814537616691,-0.5358190877053953,1,1.3468418471775943,-2.220446049250313e-16,1.470204741412098,1.346841847179329,1.3465576178453056,683,-1.3254021208058306,1.3467674939962646,0.3481396854889935,0.971964367227017
684,0.4203442099154202,-1.4025319032729564,0.3754984752604878,0.3102588657184012,1.0203424997139798,0.9153186681773945,-0.9821289488598725,-1.0321182898701204,-1.2978452551072048,-0.6504930244549972,0,1.346216929434679,2.220446049250313e-16,1.3167635649062117,1.3462169294364124,1.345953687517137,684,-1.3246968535683594,1.3461855838655434,0.024706509153425822,0.971920307507671
685,0.25176732883034136,-0.803266614996219,0.347770934034977,0.41978305648217623,0.5158387165658866,-1.0843895627946016,1.067473937972792,0.9331912307632864,-1.2972090564527405,-0.9057927632481759,1,1.3456379792564634,-2.220446049250313e-16,1.0036842783968993,1.3456379787942028,1.3453526232573738,685,-1.3239916159507799,1.3455606791486594,0.37048280468483663,0.971879488690954
686,0.4071268896689675,-1.4108338302612766,0.31260852068645767,0.25123608626642946,1.0251230835635816,1.0226759688766525,-1.010735437861998,-0.9689347599694099,-1.296572857798276,-1.0480691909572415,0,1.3450196673055101,1.1102230246251565e-15,1.5677354788791351,1.345019667307242,1.3447572181260197,686,-1.3232864099668455,1.3449817405743165,0.07439020260785154,0.971835894744562
687,0.5368476834767498,-0.6780843053669461,0.31575620641720226,0.40656808140628464,0.8058442023681133,-0.6598294346573027,0.9495140805712687,1.1830597294689207,-1.2959366591438117,-0.0748660933324582,1,1.3444107138773187,-4.440892098500626e-16,1.862853494500353,1.344410713879052,1.3441614088524154,687,-1.3225812351377855,1.3443634419756798,0.1448040800262308,0.971792960586515
688,0.594706370430166,-1.249930780153755,0.3290536042926059,0.5362658586432996,1.1272546676066224,0.8514720940371107,-0.9482748708725306,-1.0696942339370379,-1.2953004604893474,-0.12980071450699227,0,1.343747049439881,-2.220446049250313e-16,1.0487495737793084,1.343747049441612,1.3435627271298183,688,-1.3218760942626884,1.343754501240757,-0.2667588197173191,0.971746169038053
689,0.372068212459279,-0.7015548029654102,0.344307715682305,0.5941142796360808,0.5844808147195576,-1.169065473881726,1.1023914569300572,0.8833564926952141,-1.2946642618348831,0.03396241389655941,1,1.343143646510435,-2.220446049250313e-16,0.7656681197224917,1.3431436465121647,1.3429601451846331,689,-1.3211709842584947,1.3430908506370252,0.1865553051271025,0.971703626216975
690,0.43029560887164503,-1.1847025948484633,0.378195522889882,0.37151562471453564,0.9709541796364856,0.9762737359473747,-0.9455886791826807,-0.9962440985299967,-1.2940280631804189,0.28393419240769296,0,1.3424941509951775,2.220446049250313e-16,1.0905715023694387,1.3424941509969057,1.3423523429327586,690,-1.3204659074833627,1.342487460285116,-0.16017288660673468,0.971657833645964
691,0.5278637545512455,-0.7797225566120654,0.41914381205995604,0.42973268974554957,0.7991178956398797,-0.8682685531586606,0.9972463165427827,1.0603860110489554,-1.2933918645259546,0.33510728930188316,1,1.3418931577544158,-2.220446049250313e-16,1.59834025063977,1.3418931577561435,1.3417385008432061,691,-1.3197608614558514,1.3418379783082035,0.20466777453438365,0.971615460719582
692,0.7676301916474411,-1.2375614265576331,0.46992709064888916,0.5272835237508705,1.3247218324739936,1.1471989155328766,-1.039970914339769,-0.8956486464761287,-1.2927556658714903,0.3975750237248291,0,1.3412226239868155,-2.220446049250313e-15,1.828964174701658,1.341222623988541,1.3411184415918236,692,-1.319055849733747,1.341236997594814,-0.31842563026013293,0.971568184850162
693,0.7025446176264581,-0.5976160945935933,0.5099775135104724,0.7670074186993882,0.8924251755025383,-0.9867311484131889,1.0401184093864362,0.9906666265205775,-1.292119467217026,0.21892297660182292,1,1.3405774968248916,-2.220446049250313e-16,1.2120393104126175,1.3405774968266169,1.3404920624138887,693,-1.3183508710172138,1.3405664778040869,-0.12730602606184335,0.97152270026916
694,0.9895250061716362,-1.1479702431192365,0.5681683971981317,0.7019333929173298,1.5034893168714922,1.1760715145956997,-1.0464633780932677,-0.8786561111355887,-1.2914832685625617,0.57521374923424,0,1.3398678287977328,-1.3322676295501878e-15,1.8770559652266285,1.3398678287994583,1.3398572089632188,694,-1.317645928608249,1.3399213640894374,-0.6127995308605149,0.971472665245416
695,0.9419495317896669,-0.4790184815022564,0.6387300053195898,0.9888628620668743,1.0865688824843385,-0.9547441192310999,1.0318330880008102,1.009492113018446,-1.2908470699080974,0.7523603303358203,1,1.3391766114123904,-2.220446049250313e-16,1.2693972162370168,1.339176611414116,1.3392111298392861,695,-1.316941021562893,1.3392117108548918,-0.47400777623450163,0.971423931081039
696,1.083096290633217,-1.0176851109877953,0.7078385505246667,0.9412958290784609,1.5297199027706219,0.9999341287188949,-0.9804416837345163,-0.9823191290644386,-1.2902108712536329,0.7212860471125102,0,1.3384251549375132,-2.220446049250313e-16,1.340416335490361,1.3384251549392396,1.3385517374037756,696,-1.3162361529630582,1.338520507877554,-0.9271632517118525,0.971370949769884
697,1.2306894855910144,-0.5348026667867745,0.7787743021698893,1.082417544023742,1.393451369953356,-0.764983438957203,0.9466690193311657,1.1211729166337678,-1.2895746725991686,0.5776043885917221,1,1.3377037621436725,-4.440892098500626e-16,1.9102151735097428,1.3377037621453982,1.3378811020342871,697,-1.3155313212706465,1.3377690670663347,-0.7010085789520332,0.971320088093454
698,1.1428293372664522,-0.8090495211875532,0.8348123133246937,1.2299845512816585,1.4950818397321999,0.8656894007876091,-0.9020098308754347,-1.0613268511849872,-1.2889384739447043,0.5970308120285763,0,1.3369011769252657,1.5543122344752192e-15,0.7140615798465038,1.3369011769269872,1.3371965758254158,698,-1.3148265306395714,1.3370476893094734,-1.3117557590533198,0.971263501958919
699,1.044312265956391,-0.3592955372354187,0.9035399931481713,1.1421399921256652,1.1287716344870506,-1.0812492738443893,1.0904676556510027,0.935039400747913,-1.28830227529024,0.7170222222498468,1,1.3361720277789393,-2.220446049250313e-16,0.9226003332933906,1.3361720277806624,1.3364994761161006,699,-1.3141217773127445,1.3362451208204744,-0.7593386629118325,0.971212093422177
700,1.1752493092068317,-0.9720685431982188,0.9797012312187796,1.0436404008592965,1.5970592789541909,0.9742776214155755,-0.9728624583157891,-0.997418881813329,-1.2876660766357757,0.7142947460263946,0,1.3353970557073591,-4.440892098500626e-16,1.2690293382418385,1.3353970557090815,1.3357898298699893,700,-1.3134170636345286,1.3355159868728446,-1.1040308544349238,0.97115745414787
701,1.133519367695482,-0.40150543648415293,1.041621161706715,1.1745542117378593,1.2334419639796097,-0.9542748080195252,1.0391170663241007,1.0097683190964302,-1.2870298779813114,0.5967764315899131,1,1.3346652622022512,-1.3322676295501878e-15,1.2414878205261626,1.3346652622039719,1.3350671047637495,701,-1.3127123873958504,1.334741030955095,-0.7792491584792521,0.971105859171059
702,1.2832738723198822,-1.0130282942680098,1.0943386139532518,1.1328316744376905,1.7133211364813126,0.9867633309390761,-0.9989874831364057,-0.990070604650329,-1.2863936793268471,0.3775584281133282,0,1.3338792199784215,2.220446049250313e-15,1.456680646844717,1.3338792199801428,1.3343328298418404,702,-1.3120077513721469,1.3340092527037726,-1.1873217721472384,0.971050439397546
703,1.2705788270364844,-0.27761441654834673,1.152412274954829,1.2825596078775314,1.3350476862508298,-0.8320180978322892,1.0188332951908612,1.081720673089727,-1.2857574806723828,0.5889572031792965,1,1.3331098622104027,-4.440892098500626e-16,1.354857494391011,1.3331098622121234,1.333586132967049,703,-1.3113031547098186,1.3332232268645026,-1.061803681232839,0.970996195958758
704,1.5654342286862593,-0.7627619901548389,1.2112910473983587,1.2698668150966013,1.9258013246638646,1.1780313781793859,-1.0186089421818554,-0.8775026628043193,-1.2851212820179185,0.5916351463736679,0,1.3322382175258198,-4.440892098500626e-16,1.6828573164147522,1.3322382175275398,1.3328232398708129,704,-1.310598602642002,1.3324538851332837,-1.8312531115275585,0.970934740798287
705,1.373922791224818,-0.4746441757648214,1.2554543534362865,1.5646699000743993,1.4438128421640712,-1.3483618150861711,1.0866218249664197,0.7778343189651342,-1.284485083363454,0.05379882011932533,1,1.3314624636680492,-1.3322676295501878e-15,0.8965049128605134,1.3314624636697663,1.3320518938811199,705,-1.3098940902627934,1.331582258617608,-1.1099273225777324,0.970880046404278
706,1.294159953601607,-0.9352787329286485,1.2770327010250682,1.3731924427978128,1.6819263418387138,0.8973301033975162,-0.9561402103732517,-1.0427051899992905,-1.2838488847089897,-0.08639856586935357,0,1.3306563501521596,-8.881784197001252e-16,1.1132435316238056,1.330656350153875,1.3312750826746864,706,-1.3091896191254337,1.3308065209299722,-1.3383030864765466,0.970823211507728
707,0.9110762909989139,-0.40158139718861785,1.2443566614364463,1.2934437576242044,1.0207675642498237,-1.4864766598009433,1.137926928216702,0.696548897629762,-1.2832126860545254,-1.0722415993565848,1,1.3299672441546182,-1.5543122344752192e-15,0.4740446888560894,1.3299672441563328,1.330501499859992,707,-1.3084851832436613,1.3300004242170342,-0.4581428395273943,0.97077462620639
708,0.8596031766181943,-0.8887206235916215,1.21540069405317,0.9104280661768774,1.2803967908152156,1.0021826888021133,-0.928457826725875,-0.9809957727363062,-1.2825764874000611,-0.8857381739335619,0,1.3292311624111597,8.881784197001252e-16,0.9692339990215285,1.329231162412875,1.3297345667998,708,-1.3077807850208185,1.329311332583496,-0.811507863117038,0.970722728888062
709,0.73648306513178,-0.6067367928726498,1.1839294052488623,0.8589640847542981,0.8909060511830079,-1.2142892909837473,1.1068621924482696,0.8567406931037703,-1.2819402887455968,-1.0675230754167442,1,1.3285755598755735,-2.220446049250313e-16,0.8051411361167841,1.3285755598772875,1.3289749877448884,709,-1.3070764203394807,1.3285752661832053,-0.20610187837381125,0.970676505742621
710,0.8015745880946978,-1.0820795242299595,1.1457263204359485,0.735865818668885,1.283509576173389,1.003820251652235,-0.9659369039909711,-0.9800320096700682,-1.2813040900911326,-1.0271562426201117,0,1.327874012976913,-4.440892098500626e-16,1.2269193657170714,1.327874012978626,1.328222750552559,710,-1.3063720915502237,1.3279196773132786,-0.5517195245381507,0.97062704329766
711,0.5426648753525815,-0.6714147748744437,1.0853196003455998,0.8009457923373476,0.7191929303413833,-1.3201286804386518,1.1240660632237809,0.7944505071104521,-1.2806678914366683,-1.527056284614889,1,1.3272459856861738,1.7763568394002505e-15,0.6091941747992582,1.327245985687885,1.3274808890564176,711,-1.3056677948916853,1.3272181450379137,0.001305727510442735,0.970582764340173
712,0.7301107284692684,-0.9716358310119027,1.028766300628123,0.542082018365345,1.2186331829025534,1.2091765790304523,-0.9903020960778067,-0.8591726217505711,-1.280031692782204,-1.2231524573138524,0,1.3265485864336,-2.220446049250313e-16,1.5049011892387218,1.326548586435313,1.3267478910669932,712,-1.304963533913028,1.3265901308380252,-0.5205184823475061,0.970533594324297
713,0.6615943075893798,-0.5896884821425188,0.9665060353981318,0.729494612660399,0.8270223951094513,-1.1424475137531542,1.0974719199652654,0.8990220940909748,-1.2793954941277397,-1.6473209293574822,1,1.3259028097408132,-4.440892098500626e-16,0.8669522161610521,1.3259028097425252,1.3260272500831556,713,-1.304259305973173,1.3258927461223189,-0.13219771487986853,0.970488063948233
714,0.9580133302997924,-0.989574559664301,0.9044056288490223,0.6609903487601559,1.4412364255863332,1.264651239445754,-1.0333365769393799,-0.8265238420005955,-1.2787592954732754,-1.5289641876388917,0,1.3251807765943486,1.5543122344752192e-15,1.823294270726181,1.325180776596058,1.3253215689190956,714,-1.3035551149735023,1.325246982890363,-0.705820943086523,0.970437157123851
715,1.0275281574332695,-0.44564923452129307,0.8689915565936439,0.9573567773627718,1.1564904330863663,-0.8874949966748081,1.024465954442522,1.0490705759469696,-1.2781230968188109,-0.8992391546511482,1,1.3244756837728646,-2.220446049250313e-15,1.367954597596163,1.3244756837745717,1.3246229532285971,715,-1.3028509600473264,1.324524964794241,-0.57839905976727,0.970387444674207
716,1.2687891984061372,-0.8950620214388008,0.8663977469037262,1.026859270367763,1.6830198552579525,1.1495185513002444,-1.0106031788119274,-0.8942834596196073,-1.2774868981643466,-0.5546507131962085,0,1.323684284165835,-2.220446049250313e-16,1.6040266792059643,1.3236842841675431,1.3239258087977872,716,-1.3021468456102159,1.3238198866700142,-1.2276187113832921,0.970331647179301
717,1.0677595694056132,-0.22396595866413666,0.8824164504326111,1.2680775040029637,1.0953170668896437,-1.1404075645809906,1.1220063973605878,0.900222675594756,-1.2768506995098823,-0.08178444533459472,1,1.3229295547765434,4.440892098500626e-16,0.6131792250341248,1.3229295547782514,1.3232221026129476,717,-1.3014427697860735,1.3230285035592115,-0.9517803451690477,0.970278435111872
718,1.3510181088887812,-0.7242660034441,0.9326568474281224,1.0670835440154516,1.7119208114058524,1.1963178436225053,-0.9899883624390234,-0.866740437705718,-1.276214500855418,0.183480403184498,0,1.3220976698953801,-8.881784197001252e-16,1.4756657143715608,1.322097669897086,1.3225088169685792,718,-1.3007387365222776,1.3222737899018129,-1.532146171476223,0.970219783209589
719,1.3204656594085937,-0.34244846307370747,0.9923610107496861,1.3502918244766993,1.3755543618995951,-1.0868795548592471,1.06863393681488,0.9317257832618686,-1.2755783022009537,0.3575721300754258,1,1.3213181367965583,2.220446049250313e-16,1.066371480232705,1.3213181367982638,1.321783139372942,719,-1.300034743140441,1.321441922360782,-1.138352000844633,0.97016482236083
720,1.3747597669247869,-0.7261593553722869,1.0509612873088714,1.3197447959671593,1.7121928448635595,0.9919324157163758,-0.9460474017035905,-0.9870284172959661,-1.2749421035464894,0.34132867393170324,0,1.3204686938836783,-8.881784197001252e-16,1.0812034041351162,1.3204686938853845,1.321042673494629,720,-1.299330793217243,1.32066240551085,-1.6642217695628936,0.970104932532503
721,1.4000876939202538,-0.4277941844318235,1.1386209410332817,1.3740292699918262,1.4837077927666162,-1.0274678658232599,1.0269009428247529,0.9666916421853592,-1.274305904892025,0.7412182597629814,1,1.3196906560207569,2.220446049250313e-15,1.3648414892178702,1.3196906560224602,1.3202872078966934,721,-1.2986268830995062,1.3198129803040966,-1.1271143373437653,0.970050077105097
722,1.4107236193510329,-0.6918926444114682,1.2082042190182969,1.3993527030121413,1.729749902155928,1.0046092699871838,-0.9405297397960215,-0.9795676447574471,-1.2736697062375608,0.46169899239733997,0,1.3188289244121358,-1.1102230246251565e-15,1.0408688508905808,1.31882892441384,1.3195153105284583,722,-1.2979230170691145,1.3190349586588954,-1.756661467442974,0.969989320864365
723,1.2608630548159565,-0.3007827921589118,1.2694711805828405,1.4099867412934266,1.2892301940650581,-1.1847919401239027,1.1078595085732763,0.874100916748603,-1.2730335075830965,0.40383987946512007,1,1.3180492834187156,6.661338147750939e-16,0.7643727834590904,1.3180492834204198,1.3187300279237875,723,-1.2972191909262019,1.3181732450125712,-1.139171689241167,0.969934352408514
724,1.3958451236866978,-0.768910233284573,1.3142334408897853,1.2601527667612913,1.7590921526656451,1.0500005150129161,-0.9770936840812363,-0.9528533079714658,-1.272397308928632,0.1105427074311884,0,1.3172073375023816,-2.220446049250313e-16,1.3289506607959527,1.3172073375040843,1.3179327551113544,724,-1.296515407858372,1.3173936202702667,-1.607848361130305,0.969874991154656
725,1.5119660176974827,-0.25974511030379005,1.36376052853214,1.3951108855447003,1.5617624825130065,-0.8289569709082785,0.9976723247571324,1.0835222534505713,-1.2717611102741677,0.1905286355436185,1,1.3163882109802294,-2.4424906541753444e-15,1.5546092405660545,1.3163882109819325,1.317124079945661,725,-1.295811666698154,1.3165516919037985,-1.4361897459594004,0.969817238778311
726,1.7518493344224366,-0.7674632406147539,1.4131467628780048,1.511211176036989,2.0948000577632624,1.0945410351852713,-1.0261588532104295,-0.9266396525444655,-1.2711249116197034,0.11540776164687444,0,1.3154695703318269,-1.1102230246251565e-15,1.6845141565094157,1.3154695703335255,1.3163026818103996,726,-1.2951079725368237,1.3157325824558728,-2.184750342923095,0.969752470175391
727,1.7321202021418083,-0.2403413784714456,1.4810684716926568,1.751051929876123,1.7396409128742363,-0.988962130584163,1.012967302464981,0.9893536154091813,-1.2704887129652391,0.3223416894315686,1,1.3145884223991988,-1.5543122344752192e-15,1.3860511782625866,1.3145884224008968,1.31546864294804,727,-1.294404323456204,1.3148139609559735,-1.9027246513930787,0.96969034499003
728,1.6960469617001077,-0.7673291034930686,1.5163429116858693,1.731326298167423,1.9975502637022167,0.8325057658714226,-0.9499160631834807,-1.080856582048979,-1.2698525143107748,-0.17476845933737886,0,1.313661391989418,-2.220446049250313e-16,1.0214586977783107,1.3136613919911164,1.3146250903812033,728,-1.2937007218037033,1.3139328313903371,-2.247866349456205,0.969624984868408
729,1.598175144026323,-0.32495402107827276,1.5447348750560914,1.6952594582592608,1.6302256393052967,-1.0638566653961326,1.028614406977627,0.9452755597122698,-1.2692163156563105,-0.14331015240911946,1,1.3128231215758572,2.220446049250313e-16,1.2756296281820656,1.312823121577555,1.3137756646066365,729,-1.292997163038242,1.313005820303929,-1.5801904881375801,0.969565882755248
730,1.666006138002831,-0.759139628393684,1.5745107983046192,1.59740500614077,1.9930678128726331,0.9895685320076918,-0.9851307224572524,-0.9884196456150148,-1.2685801170018463,-0.14654014122770875,0,1.3119158964478361,1.7763568394002505e-15,1.3460010618274372,1.3119158964495305,1.3129204611257803,730,-1.2922936506876352,1.3121675673636077,-2.098894593776464,0.969501919001655
731,1.752435940190165,-0.3318995673608605,1.610533545296619,1.6652239647540394,1.8065334329860945,-0.8920867971583577,0.9614706305232641,1.0463681406094494,-1.267943918347382,0.038443555851618266,1,1.311052075502368,-1.1102230246251565e-15,1.7663764295509923,1.3110520755040627,1.3120566801015723,731,-1.2915901825312668,1.3112603611461557,-1.7723941963441885,0.969441015452583
732,1.7104829176436043,-0.6640507718269277,1.6411797979038312,1.7516384315614388,1.9847985267265902,0.8961285398344561,-0.9414011799722874,-1.043412352221326,-1.2673077196929177,-0.10978371642074303,0,1.3101075156159914,4.440892098500626e-16,0.988199346834099,1.310107515617685,1.3111846169881454,732,-1.290886762699849,1.3103965582065302,-2.379730415053447,0.96937441941819
733,1.6582464224157434,-0.24325199352936172,1.6818067647226433,1.709692852807689,1.6637877496382114,-1.0320052477743513,1.0364350484684086,0.9640212340593126,-1.2666715210384534,0.09898289691794547,1,1.3092427273281153,-2.220446049250313e-16,1.2488411557751027,1.3092427273298106,1.310304039904502,733,-1.2901833871121609,1.3094520180089144,-1.7796656256682808,0.969313447666805
734,1.4377204626104734,-0.7263495971678615,1.6860879403925217,1.6574656259858696,1.7415798552299755,0.634106263412546,-0.8910248995461599,-1.1976216349540691,-1.2660353223839889,-0.46929195135872426,0,1.308370083442865,2.220446049250313e-16,0.49080872559096733,1.308370083444556,1.3094203932976973,734,-1.2894800561701043,1.3085872477470346,-1.8387625149022555,0.969251922057861
735,1.2757259140231487,-0.5968071225319335,1.6619356490894892,1.4369787944591963,1.4015956815502122,-1.217792433475123,1.033959393739659,0.8546789711071408,-1.2653991237295246,-1.0005938692007814,1,1.3076344175287558,-4.440892098500626e-16,1.245550674372454,1.3076344175304462,1.3085450920075,735,-1.2887767628657025,1.307714622051524,-0.808361317336795,0.969200054057511
736,1.2659448761422643,-0.9360498533364402,1.612258622033983,1.2750129888272765,1.6728240992617833,0.9605068535372648,-0.9798398526518719,-1.0055234608063532,-1.2647629250750603,-1.1837371897607882,0,1.3068405797579972,1.5543122344752192e-15,1.2972688879341208,1.3068405797596856,1.3076822698922348,736,-1.2880735101751064,1.3069789714719187,-1.24596915484118,0.969144084660287
737,1.2470636375464748,-0.3663097474043835,1.5626682803329173,1.2652336864118017,1.3293400129937738,-0.929997801622901,1.0221677364098156,1.024056187267203,-1.264126726420596,-1.1031687640966583,1,1.3060875086000727,2.220446049250313e-16,1.3235236055058233,1.3060875086017611,1.306832254312421,737,-1.287370296012641,1.306185150248234,-0.9392999282927895,0.969090989506178
738,1.323562026022056,-0.8566892424828806,1.5245868346657079,1.2463557979447892,1.6950836313017117,0.9622968958515759,-0.9633107563367009,-1.0044699582373324,-1.2634905277661317,-0.9258231181462514,0,1.3052692921451972,-8.881784197001252e-16,1.1662477508962514,1.3052692921468856,1.3059931191578373,738,-1.286667123711227,1.3054320947876243,-1.4293413816141651,0.96903330129397
739,1.1829287670301918,-0.2647735644144819,1.4821336215839715,1.322840613187273,1.2268496426252307,-1.0828131390015865,1.0825921389291433,0.934119011354022,-1.2628543291116674,-0.9517251043375726,1,1.3045052110821365,-4.440892098500626e-16,0.8925901770006944,1.304505211083825,1.305161402276777,739,-1.285963990501225,1.30461389538798,-1.0221148979038917,0.96897942988837
740,1.2256216192881284,-0.7751299127768666,1.4371103803310488,1.1822323069825666,1.5777649648387786,0.9166004202536758,-0.9276124260087535,-1.031363933900759,-1.262218130457203,-1.051428195872253,0,1.3036886960621499,-2.220446049250313e-15,0.8947759485299931,1.3036886960638365,1.304338755597687,740,-1.2852608990652274,1.3038498302517436,-1.4165436660037656,0.96892186163554
741,1.4793766105114063,-0.3854208313433547,1.4091938311472476,1.2249175841785074,1.5928882977350691,-0.6928286355267432,0.9289247286042521,1.1636385444982311,-1.2615819318027388,-0.7791633085039211,1,1.3029040897999455,-8.881784197001252e-16,2.043476779055637,1.3029040898016337,1.3035240296805894,741,-1.2845578477707384,1.3030333322515222,-1.176507173625227,0.968866543104258
742,1.8226580140418238,-0.8843003329800794,1.420662187124978,1.4786275512422682,2.2089917352483273,1.18764609937414,-1.094009771425073,-0.8718440627823467,-1.2609457331482745,-0.3808358580043804,0,1.3019993743992768,-1.1102230246251565e-15,2.175121402358621,1.3019993744009606,1.3027132878567804,742,-1.2838548427627032,1.3022487423439528,-2.0800153190950055,0.968802756298566
743,1.3745840202808481,-0.12286002866935355,1.3916616200683198,1.82184804579668,1.379875285136321,-1.5398393467313625,1.1315223009717175,0.6651430882130793,-1.2603095344938102,-1.0747366378877419,1,1.301196919365909,1.1102230246251565e-15,0.41138585540019035,1.3011969193675934,1.3019087788026167,743,-1.283151878809344,1.3013440458015422,-1.3107774212897145,0.968746179342704
744,1.1694279718934426,-1.0511043525090271,1.3642324144024294,1.3738535545308994,1.5704345051151998,0.7013403759578726,-0.9294718362219389,-1.1580520059424788,-1.2596733358393457,-0.9828684407230271,0,1.3004198046480502,-2.220446049250313e-16,0.7916104571016556,1.300419804649734,1.3011138218133866,744,-1.2824489546142162,1.300541607494854,-1.1201602067538166,0.968691389001484
